instrument_id,month,date,value,kind,source,retrieved_at,note
FUND_TREND_INB,2024-08,2024-08-30,1.43273467,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-09,2024-09-30,1.44508143,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-10,2024-10-31,1.45907385,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-11,2024-11-29,1.47114753,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-12,2024-12-31,1.48377461,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2025-01,2025-01-31,1.49978762,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2025-02,2025-02-28,1.51463651,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2025-03,2025-03-31,1.52910327,price,cvm_inf_diario,2026-09-11T13:31:16+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2025-04,2025-04-30,1.54492164,price,cvm_inf_diario,2026-09-11T13:31:16+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TRUXT_LB,2023-04,2023-04-28,1.2219328,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TRUXT_LB,2023-05,2023-05-31,1.3453101,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TRUXT_LB,2023-06,2023-06-30,1.4641343,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
